esmini GIT REV: N/A
esmini GIT TAG: N/A
esmini GIT BRANCH: N/A
esmini BUILD VERSION: 3911
Scenario File Name: ../../resources/xosc/./lane_change.xosc
Number of Vehicles: 4
Index [-] , TimeStamp [s] , #1 Entity_Name [-] , #1 Entity_ID [-] , #1 Current_Speed [m/s] , #1 Wheel_Angle [deg] , #1 Wheel_Rotation [-] , #1 bb_x [m] , #1 bb_y [m] , #1 bb_z [m] , #1 bb_length [m] , #1 bb_width [m] , #1 bb_height [m] , #1 World_Position_X [m] , #1 World_Position_Y [m] , #1 World_Position_Z [m] , #1 Vel_X [m/s] , #1 Vel_Y [m/s] , #1 Vel_Z [m/s] , #1 Acc_X [m/s2] , #1 Acc_Y [m/s2] , #1 Acc_Z [m/s2] , #1 Distance_Travelled_Along_Road_Segment [m] , #1 Lateral_Distance_Lanem [m] , #1 lane_id, #1 lane_offset[m] , #1 World_Heading_Angle [rad] , #1 Heading_Angle_Rate [rad/s] , #1 Relative_Heading_Angle [rad] , #1 Relative_Heading_Angle_Drive_Direction [rad] , #1 World_Pitch_Angle [rad] , #1 Road_Curvature [1/m] , #1 collision_ids , #2 Entity_Name [-] , #2 Entity_ID [-] , #2 Current_Speed [m/s] , #2 Wheel_Angle [deg] , #2 Wheel_Rotation [-] , #2 bb_x [m] , #2 bb_y [m] , #2 bb_z [m] , #2 bb_length [m] , #2 bb_width [m] , #2 bb_height [m] , #2 World_Position_X [m] , #2 World_Position_Y [m] , #2 World_Position_Z [m] , #2 Vel_X [m/s] , #2 Vel_Y [m/s] , #2 Vel_Z [m/s] , #2 Acc_X [m/s2] , #2 Acc_Y [m/s2] , #2 Acc_Z [m/s2] , #2 Distance_Travelled_Along_Road_Segment [m] , #2 Lateral_Distance_Lanem [m] , #2 lane_id, #2 lane_offset [m] , #2 World_Heading_Angle [rad] , #2 Heading_Angle_Rate [rad/s] , #2 Relative_Heading_Angle [rad] , #2 Relative_Heading_Angle_Drive_Direction [rad] , #2 World_Pitch_Angle [rad] , #2 Road_Curvature [1/m] , #2 collision_ids , #3 Entity_Name [-] , #3 Entity_ID [-] , #3 Current_Speed [m/s] , #3 Wheel_Angle [deg] , #3 Wheel_Rotation [-] , #3 bb_x [m] , #3 bb_y [m] , #3 bb_z [m] , #3 bb_length [m] , #3 bb_width [m] , #3 bb_height [m] , #3 World_Position_X [m] , #3 World_Position_Y [m] , #3 World_Position_Z [m] , #3 Vel_X [m/s] , #3 Vel_Y [m/s] , #3 Vel_Z [m/s] , #3 Acc_X [m/s2] , #3 Acc_Y [m/s2] , #3 Acc_Z [m/s2] , #3 Distance_Travelled_Along_Road_Segment [m] , #3 Lateral_Distance_Lanem [m] , #3 lane_id, #3 lane_offset [m] , #3 World_Heading_Angle [rad] , #3 Heading_Angle_Rate [rad/s] , #3 Relative_Heading_Angle [rad] , #3 Relative_Heading_Angle_Drive_Direction [rad] , #3 World_Pitch_Angle [rad] , #3 Road_Curvature [1/m] , #3 collision_ids , #4 Entity_Name [-] , #4 Entity_ID [-] , #4 Current_Speed [m/s] , #4 Wheel_Angle [deg] , #4 Wheel_Rotation [-] , #4 bb_x [m] , #4 bb_y [m] , #4 bb_z [m] , #4 bb_length [m] , #4 bb_width [m] , #4 bb_height [m] , #4 World_Position_X [m] , #4 World_Position_Y [m] , #4 World_Position_Z [m] , #4 Vel_X [m/s] , #4 Vel_Y [m/s] , #4 Vel_Z [m/s] , #4 Acc_X [m/s2] , #4 Acc_Y [m/s2] , #4 Acc_Z [m/s2] , #4 Distance_Travelled_Along_Road_Segment [m] , #4 Lateral_Distance_Lanem [m] , #4 lane_id, #4 lane_offset [m] , #4 World_Heading_Angle [rad] , #4 Heading_Angle_Rate [rad/s] , #4 Relative_Heading_Angle [rad] , #4 Relative_Heading_Angle_Drive_Direction [rad] , #4 World_Pitch_Angle [rad] , #4 Road_Curvature [1/m] , #4 collision_ids , 
492, 8.214000, Ego, 0, 20.000000, 0.011676, 4.415716, 1.400000, 0.000000, 0.750000, 5.040000, 2.000000, 1.500000, 130.789640, -57.986891, 0.000000, -20.236510, -1.250052, 0.000000, -1.343634, -12.862441, 0.000000, 214.355506, 3.987475, 1, 2.202475, 3.203914, 0.074335, 0.165598, -2.975994, 0.000000, -0.000170, , Truck, 1, 20.000000, 0.000769, 4.415716, 2.203459, -0.000000, 1.679225, 5.698770, 2.600001, 3.358449, 209.447561, -59.734431, 0.000000, 19.924244, -1.738942, 0.000000, 0.008718, 0.097503, 0.000000, 135.904371, -1.784436, -1, 0.000564, 6.196170, 0.004898, 3.141593, 3.141593, 0.000000, -0.000245, , Truck+, 2, 20.000000, 0.000747, 4.415716, 2.556560, -0.000000, 1.769419, 11.228218, 2.600000, 3.538837, 203.471158, -59.202803, 0.000000, 19.921726, -1.767235, 0.000000, 0.008608, 0.094761, 0.000000, 141.906830, -1.790293, -1, -0.005293, 6.194708, 0.004758, 3.141584, 3.141584, 0.000000, -0.000239, , Truck++, 3, 20.000000, 0.000586, 4.415716, 3.063138, -0.000000, 1.769419, 11.228219, 2.600000, 3.538837, 190.822993, -58.056625, 0.000000, 19.917155, -1.817719, 0.000000, 0.006952, 0.074342, 0.000000, 154.612106, -1.795515, -1, -0.010515, 6.192173, 0.003733, 3.142011, -3.141175, 0.000000, -0.000227, , 
493, 8.231000, Ego, 0, 20.000000, 0.011292, 5.387144, 1.400000, 0.000000, 0.750000, 5.040000, 2.000000, 1.500000, 130.445571, -58.008575, 0.000000, -20.239349, -1.275480, 0.000000, -0.167012, -1.495757, 0.000000, 214.695273, 4.044524, 1, 2.259524, 3.205136, 0.071890, 0.166878, -2.974715, 0.000000, -0.000169, , Truck, 1, 20.000000, 0.000770, 5.387144, 2.203459, -0.000000, 1.679225, 5.698770, 2.600001, 3.358449, 209.786275, -59.763964, 0.000000, 19.924392, -1.737282, 0.000000, 0.008728, 0.097633, 0.000000, 135.564222, -1.784436, -1, 0.000564, 6.196253, 0.004904, 3.141593, 3.141593, 0.000000, -0.000245, , Truck+, 2, 20.000000, 0.000749, 5.387144, 2.556560, -0.000000, 1.769419, 11.228218, 2.600000, 3.538837, 203.809830, -59.232818, 0.000000, 19.921872, -1.765622, 0.000000, 0.008621, 0.094912, 0.000000, 141.566690, -1.790304, -1, -0.005304, 6.194789, 0.004765, 3.141583, 3.141583, 0.000000, -0.000240, , Truck++, 3, 20.000000, 0.000592, 5.387144, 3.063138, -0.000000, 1.769419, 11.228219, 2.600000, 3.538837, 191.161587, -58.087504, 0.000000, 19.917274, -1.816444, 0.000000, 0.007015, 0.075003, 0.000000, 154.271966, -1.795665, -1, -0.010665, 6.192237, 0.003767, 3.141997, -3.141188, 0.000000, -0.000227, , 
494, 8.249000, Ego, 0, 20.000000, 0.010270, 0.132531, 1.400000, 0.000000, 0.750000, 5.040000, 2.000000, 1.500000, 130.081562, -58.028612, 0.000000, -20.222720, -1.113163, 0.000000, 0.923805, 9.017631, 0.000000, 215.055024, 4.102012, 1, 2.317012, 3.206313, 0.065384, 0.168116, -2.973477, 0.000000, -0.000169, , Truck, 1, 20.000000, 0.000771, 0.132531, 2.203459, -0.000000, 1.679225, 5.698770, 2.600001, 3.358449, 210.144917, -59.795205, 0.000000, 19.924545, -1.735571, 0.000000, 0.008477, 0.095052, 0.000000, 135.204064, -1.784436, -1, 0.000564, 6.196342, 0.004911, 3.141593, 3.141593, 0.000000, -0.000246, , Truck+, 2, 20.000000, 0.000749, 0.132531, 2.556560, -0.000000, 1.769419, 11.228218, 2.600000, 3.538837, 204.168427, -59.264569, 0.000000, 19.922027, -1.763913, 0.000000, 0.008598, 0.094938, 0.000000, 141.206541, -1.790316, -1, -0.005316, 6.194875, 0.004766, 3.141583, 3.141583, 0.000000, -0.000240, , Truck++, 3, 20.000000, 0.000597, 0.132531, 3.063138, -0.000000, 1.769419, 11.228219, 2.600000, 3.538837, 191.520100, -58.120176, 0.000000, 19.917401, -1.815081, 0.000000, 0.007050, 0.075725, 0.000000, 153.911817, -1.795821, -1, -0.010821, 6.192306, 0.003803, 3.141984, -3.141201, 0.000000, -0.000228, , 
495, 8.265000, Ego, 0, 20.000000, 0.011885, 1.046816, 1.400000, 0.000000, 0.750000, 5.040000, 2.000000, 1.500000, 129.756941, -58.056582, 0.000000, -20.288816, -1.748139, 0.000000, -4.131004, -39.686013, 0.000000, 215.374799, 4.163346, 1, 2.378346, 3.207524, 0.075660, 0.169380, -2.972213, 0.000000, -0.000169, , Truck, 1, 20.000000, 0.000772, 1.046816, 2.203459, -0.000000, 1.679225, 5.698770, 2.600001, 3.358449, 210.463712, -59.822947, 0.000000, 19.924694, -1.733907, 0.000000, 0.009338, 0.104011, 0.000000, 134.883924, -1.784436, -1, 0.000564, 6.196420, 0.004918, 3.141593, 3.141593, 0.000000, -0.000246, , Truck+, 2, 20.000000, 0.000752, 1.046816, 2.556560, -0.000000, 1.769419, 11.228218, 2.600000, 3.538837, 204.487181, -59.292767, 0.000000, 19.922166, -1.762387, 0.000000, 0.008715, 0.095345, 0.000000, 140.886409, -1.790325, -1, -0.005325, 6.194951, 0.004787, 3.141583, 3.141583, 0.000000, -0.000240, , Truck++, 3, 20.000000, 0.000601, 1.046816, 3.063138, -0.000000, 1.769419, 11.228219, 2.600000, 3.538837, 191.838780, -58.149198, 0.000000, 19.917517, -1.813862, 0.000000, 0.007208, 0.076219, 0.000000, 153.591685, -1.795954, -1, -0.010954, 6.192367, 0.003828, 3.141972, -3.141213, 0.000000, -0.000228, , 
496, 8.282000, Ego, 0, 20.000000, 0.009488, 2.018245, 1.400000, 0.000000, 0.750000, 5.040000, 2.000000, 1.500000, 129.413090, -58.076074, 0.000000, -20.226531, -1.146609, 0.000000, 3.663845, 35.384103, 0.000000, 215.714557, 4.218252, 1, 2.433252, 3.208550, 0.060401, 0.170464, -2.971128, 0.000000, -0.000168, , Truck, 1, 20.000000, 0.000773, 2.018245, 2.203459, -0.000000, 1.679225, 5.698770, 2.600001, 3.358449, 210.802435, -59.852396, 0.000000, 19.924838, -1.732289, 0.000000, 0.008481, 0.095145, 0.000000, 134.543775, -1.784436, -1, 0.000564, 6.196504, 0.004924, 3.141593, 3.141593, 0.000000, -0.000246, , Truck+, 2, 20.000000, 0.000752, 2.018245, 2.556560, -0.000000, 1.769419, 11.228218, 2.600000, 3.538837, 204.825861, -59.322700, 0.000000, 19.922313, -1.760766, 0.000000, 0.008632, 0.095360, 0.000000, 140.546268, -1.790335, -1, -0.005335, 6.195033, 0.004787, 3.141582, 3.141582, 0.000000, -0.000240, , Truck++, 3, 20.000000, 0.000606, 2.018245, 3.063138, -0.000000, 1.769419, 11.228219, 2.600000, 3.538837, 192.177380, -58.180011, 0.000000, 19.917638, -1.812555, 0.000000, 0.007158, 0.076887, 0.000000, 153.251544, -1.796092, -1, -0.011092, 6.192433, 0.003861, 3.141960, -3.141225, 0.000000, -0.000228, , 
497, 8.299000, Ego, 0, 20.000000, 0.009732, 2.989673, 1.400000, 0.000000, 0.750000, 5.040000, 2.000000, 1.500000, 129.068844, -58.099342, 0.000000, -20.249732, -1.368719, 0.000000, -1.364775, -13.065270, 0.000000, 216.054312, 4.276973, 1, 2.491973, 3.209604, 0.061954, 0.171575, -2.970018, 0.000000, -0.000168, , Truck, 1, 20.000000, 0.000774, 2.989673, 2.203459, -0.000000, 1.679225, 5.698770, 2.600001, 3.358449, 211.141159, -59.881817, 0.000000, 19.924987, -1.730621, 0.000000, 0.008769, 0.098155, 0.000000, 134.203625, -1.784436, -1, 0.000564, 6.196588, 0.004931, 3.141593, 3.141593, 0.000000, -0.000247, , Truck+, 2, 20.000000, 0.000753, 2.989673, 2.556560, -0.000000, 1.769419, 11.228218, 2.600000, 3.538837, 205.164542, -59.352605, 0.000000, 19.922460, -1.759142, 0.000000, 0.008671, 0.095504, 0.000000, 140.206127, -1.790346, -1, -0.005346, 6.195114, 0.004795, 3.141582, 3.141582, 0.000000, -0.000241, , Truck++, 3, 20.000000, 0.000611, 2.989673, 3.063138, -0.000000, 1.769419, 11.228219, 2.600000, 3.538837, 192.515982, -58.210802, 0.000000, 19.917762, -1.811238, 0.000000, 0.007251, 0.077479, 0.000000, 152.911403, -1.796227, -1, -0.011227, 6.192499, 0.003891, 3.141949, -3.141237, 0.000000, -0.000229, , 
498, 8.315000, Ego, 0, 20.000000, 0.009952, 3.903959, 1.400000, 0.000000, 0.750000, 5.040000, 2.000000, 1.500000, 128.744451, -58.125039, 0.000000, -20.274607, -1.606032, 0.000000, -1.554677, -14.832070, 0.000000, 216.374079, 4.336076, 1, 2.551076, 3.210617, 0.063358, 0.172642, -2.968951, 0.000000, -0.000168, , Truck, 1, 20.000000, 0.000775, 3.903959, 2.203459, -0.000000, 1.679225, 5.698770, 2.600001, 3.358449, 211.459961, -59.909481, 0.000000, 19.925133, -1.728999, 0.000000, 0.009075, 0.101352, 0.000000, 133.883485, -1.784436, -1, 0.000564, 6.196667, 0.004937, 3.141593, 3.141593, 0.000000, -0.000247, , Truck+, 2, 20.000000, 0.000755, 3.903959, 2.556560, -0.000000, 1.769419, 11.228218, 2.600000, 3.538837, 205.483304, -59.380727, 0.000000, 19.922600, -1.757610, 0.000000, 0.008723, 0.095774, 0.000000, 139.885995, -1.790354, -1, -0.005354, 6.195191, 0.004809, 3.141582, 3.141582, 0.000000, -0.000241, , Truck++, 3, 20.000000, 0.000615, 3.903959, 3.063138, -0.000000, 1.769419, 11.228219, 2.600000, 3.538837, 192.834668, -58.239762, 0.000000, 19.917879, -1.809990, 0.000000, 0.007339, 0.077982, 0.000000, 152.591271, -1.796349, -1, -0.011349, 6.192562, 0.003916, 3.141938, -3.141247, 0.000000, -0.000229, , 
499, 8.331000, Ego, 0, 20.000000, 0.008950, 4.818245, 1.400000, 0.000000, 0.750000, 5.040000, 2.000000, 1.500000, 128.420380, -58.147593, 0.000000, -20.254394, -1.409643, 0.000000, 1.263317, 12.274331, 0.000000, 216.693844, 4.392037, 1, 2.607037, 3.211529, 0.056975, 0.173607, -2.967986, 0.000000, -0.000167, , Truck, 1, 20.000000, 0.000776, 4.818245, 2.203459, -0.000000, 1.679225, 5.698770, 2.600001, 3.358449, 211.778766, -59.937119, 0.000000, 19.925273, -1.727425, 0.000000, 0.008789, 0.098408, 0.000000, 133.563344, -1.784436, -1, 0.000564, 6.196746, 0.004943, 3.141593, 3.141593, 0.000000, -0.000247, , Truck+, 2, 20.000000, 0.000756, 4.818245, 2.556560, -0.000000, 1.769419, 11.228218, 2.600000, 3.538837, 205.802068, -59.408824, 0.000000, 19.922739, -1.756075, 0.000000, 0.008706, 0.095908, 0.000000, 139.565862, -1.790363, -1, -0.005363, 6.195268, 0.004815, 3.141581, 3.141581, 0.000000, -0.000241, , Truck++, 3, 20.000000, 0.000619, 4.818245, 3.063138, -0.000000, 1.769419, 11.228219, 2.600000, 3.538837, 193.153356, -58.268702, 0.000000, 19.917997, -1.808733, 0.000000, 0.007351, 0.078526, 0.000000, 152.271138, -1.796468, -1, -0.011468, 6.192625, 0.003943, 3.141928, -3.141257, 0.000000, -0.000229, , 
500, 8.348000, Ego, 0, 20.000000, 0.008038, 5.789673, 1.400000, 0.000000, 0.750000, 5.040000, 2.000000, 1.500000, 128.076384, -58.168370, 0.000000, -20.235084, -1.222145, 0.000000, 1.135884, 11.029260, 0.000000, 217.033591, 4.448310, 1, 2.663310, 3.212399, 0.051173, 0.174534, -2.967059, 0.000000, -0.000167, , Truck, 1, 20.000000, 0.000777, 5.789673, 2.203459, -0.000000, 1.679225, 5.698770, 2.600001, 3.358449, 212.117498, -59.966458, 0.000000, 19.925411, -1.725798, 0.000000, 0.008084, 0.095674, 0.000000, 133.223193, -1.784436, -1, 0.000564, 6.196830, 0.004949, 3.141593, 3.141593, 0.000000, -0.000248, , Truck+, 2, 20.000000, 0.000756, 5.789673, 2.556560, -0.000000, 1.769419, 11.228218, 2.600000, 3.538837, 206.140757, -59.438650, 0.000000, 19.922879, -1.754444, 0.000000, 0.008242, 0.095953, 0.000000, 139.225721, -1.790373, -1, -0.005373, 6.195350, 0.004815, 3.141581, 3.141581, 0.000000, -0.000242, , Truck++, 3, 20.000000, 0.000624, 5.789673, 3.063138, -0.000000, 1.769419, 11.228219, 2.600000, 3.538837, 193.491964, -58.299427, 0.000000, 19.918115, -1.807388, 0.000000, 0.006935, 0.079167, 0.000000, 151.930997, -1.796592, -1, -0.011592, 6.192692, 0.003974, 3.141917, -3.141268, 0.000000, -0.000230, , 
501, 8.365000, Ego, 0, 20.000000, 0.008184, 0.477917, 1.400000, 0.000000, 0.750000, 5.040000, 2.000000, 1.500000, 127.731988, -58.192951, 0.000000, -20.258582, -1.445948, 0.000000, -1.382228, -13.164851, 0.000000, 217.373335, 4.508428, 1, 2.723428, 3.213285, 0.052098, 0.175476, -2.966116, 0.000000, -0.000167, , Truck, 1, 20.000000, 0.000778, 0.477917, 2.203459, -0.000000, 1.679225, 5.698770, 2.600001, 3.358449, 212.456232, -59.995768, 0.000000, 19.925518, -1.724117, 0.000000, 0.006335, 0.098875, 0.000000, 132.883043, -1.784436, -1, 0.000564, 6.196914, 0.004956, 3.141593, 3.141593, 0.000000, -0.000248, , Truck+, 2, 20.000000, 0.000758, 0.477917, 2.556560, -0.000000, 1.769419, 11.228218, 2.600000, 3.538837, 206.479448, -59.468448, 0.000000, 19.922986, -1.752808, 0.000000, 0.006244, 0.096274, 0.000000, 138.885581, -1.790383, -1, -0.005383, 6.195432, 0.004823, 3.141581, 3.141581, 0.000000, -0.000242, , Truck++, 3, 20.000000, 0.000628, 0.477917, 3.063138, -0.000000, 1.769419, 11.228219, 2.600000, 3.538837, 193.830573, -58.330130, 0.000000, 19.918199, -1.806030, 0.000000, 0.004986, 0.079886, 0.000000, 151.590857, -1.796712, -1, -0.011712, 6.192760, 0.004000, 3.141907, -3.141278, 0.000000, -0.000230, , 
502, 8.383000, Ego, 0, 20.000000, 0.007319, 1.506488, 1.400000, 0.000000, 0.750000, 5.040000, 2.000000, 1.500000, 127.367665, -58.215760, 0.000000, -20.240175, -1.267197, 0.000000, 1.022595, 9.930621, 0.000000, 217.733061, 4.568869, 1, 2.783869, 3.214123, 0.046594, 0.176375, -2.965218, 0.000000, -0.000166, , Truck, 1, 20.000000, 0.000780, 1.506488, 2.203459, -0.000000, 1.679225, 5.698770, 2.600001, 3.358449, 212.814894, -60.026771, 0.000000, 19.925672, -1.722388, 0.000000, 0.008555, 0.096051, 0.000000, 132.522884, -1.784436, -1, 0.000564, 6.197004, 0.004963, 3.141593, 3.141593, 0.000000, -0.000248, , Truck+, 2, 20.000000, 0.000758, 1.506488, 2.556560, -0.000000, 1.769419, 11.228218, 2.600000, 3.538837, 206.838064, -59.499967, 0.000000, 19.923142, -1.751078, 0.000000, 0.008692, 0.096076, 0.000000, 138.525433, -1.790395, -1, -0.005395, 6.195519, 0.004823, 3.141580, 3.141580, 0.000000, -0.000242, , Truck++, 3, 20.000000, 0.000633, 1.506488, 3.063138, -0.000000, 1.769419, 11.228219, 2.600000, 3.538837, 194.189103, -58.362612, 0.000000, 19.918334, -1.804585, 0.000000, 0.007480, 0.080257, 0.000000, 151.230709, -1.796836, -1, -0.011836, 6.192833, 0.004030, 3.141897, -3.141288, 0.000000, -0.000230, , 
503, 8.399000, Ego, 0, 20.000000, 0.008349, 2.420774, 1.400000, 0.000000, 0.750000, 5.040000, 2.000000, 1.500000, 127.042721, -58.246566, 0.000000, -20.308981, -1.925344, 0.000000, -4.300393, -41.134231, 0.000000, 218.052815, 4.633200, 1, 2.848200, 3.214974, 0.053150, 0.177278, -2.964314, 0.000000, -0.000166, , Truck, 1, 20.000000, 0.000781, 2.420774, 2.203459, -0.000000, 1.679225, 5.698770, 2.600001, 3.358449, 213.133707, -60.054302, 0.000000, 19.925823, -1.720707, 0.000000, 0.009424, 0.105103, 0.000000, 132.202742, -1.784436, -1, 0.000564, 6.197083, 0.004969, 3.141593, 3.141593, 0.000000, -0.000249, , Truck+, 2, 20.000000, 0.000761, 2.420774, 2.556560, -0.000000, 1.769419, 11.228218, 2.600000, 3.538837, 207.156837, -59.527960, 0.000000, 19.923283, -1.749535, 0.000000, 0.008814, 0.096481, 0.000000, 138.205301, -1.790403, -1, -0.005403, 6.195596, 0.004844, 3.141580, 3.141580, 0.000000, -0.000243, , Truck++, 3, 20.000000, 0.000636, 2.420774, 3.063138, -0.000000, 1.769419, 11.228219, 2.600000, 3.538837, 194.507799, -58.391465, 0.000000, 19.918456, -1.803295, 0.000000, 0.007635, 0.080640, 0.000000, 150.910577, -1.796943, -1, -0.011943, 6.192898, 0.004050, 3.141888, -3.141297, 0.000000, -0.000231, , 
504, 8.415000, Ego, 0, 20.000000, 0.006956, 3.335060, 1.400000, 0.000000, 0.750000, 5.040000, 2.000000, 1.500000, 126.718488, -58.270518, 0.000000, -20.264542, -1.497007, 0.000000, 2.777437, 26.771098, 0.000000, 218.372566, 4.690658, 1, 2.905658, 3.215682, 0.044285, 0.178040, -2.963553, 0.000000, -0.000166, , Truck, 1, 20.000000, 0.000782, 3.335060, 2.203459, -0.000000, 1.679225, 5.698770, 2.600001, 3.358449, 213.452522, -60.081808, 0.000000, 19.925964, -1.719122, 0.000000, 0.008839, 0.099051, 0.000000, 131.882600, -1.784436, -1, 0.000564, 6.197163, 0.004975, 3.141593, 3.141593, 0.000000, -0.000249, , Truck+, 2, 20.000000, 0.000762, 3.335060, 2.556560, -0.000000, 1.769419, 11.228218, 2.600000, 3.538837, 207.475611, -59.555927, 0.000000, 19.923423, -1.747989, 0.000000, 0.008765, 0.096614, 0.000000, 137.885169, -1.790411, -1, -0.005411, 6.195674, 0.004851, 3.141580, 3.141580, 0.000000, -0.000243, , Truck++, 3, 20.000000, 0.000640, 3.335060, 3.063138, -0.000000, 1.769419, 11.228219, 2.600000, 3.538837, 194.826496, -58.420297, 0.000000, 19.918578, -1.801997, 0.000000, 0.007599, 0.081125, 0.000000, 150.590444, -1.797046, -1, -0.012046, 6.192963, 0.004074, 3.141879, -3.141306, 0.000000, -0.000231, , 
505, 8.430000, Ego, 0, 20.000000, 0.007045, 4.192202, 1.400000, 0.000000, 0.750000, 5.040000, 2.000000, 1.500000, 126.414121, -58.296773, 0.000000, -20.291173, -1.750333, 0.000000, -1.775393, -16.888435, 0.000000, 218.672330, 4.748361, 1, 2.963361, 3.216355, 0.044849, 0.178762, -2.962830, 0.000000, -0.000165, , Truck, 1, 20.000000, 0.000782, 4.192202, 2.203459, -0.000000, 1.679225, 5.698770, 2.600001, 3.358449, 213.751414, -60.107572, 0.000000, 19.926102, -1.717585, 0.000000, 0.009166, 0.102475, 0.000000, 131.582467, -1.784436, -1, 0.000564, 6.197237, 0.004981, 3.141593, 3.141593, 0.000000, -0.000249, , Truck+, 2, 20.000000, 0.000764, 4.192202, 2.556560, -0.000000, 1.769419, 11.228218, 2.600000, 3.538837, 207.774465, -59.582125, 0.000000, 19.923556, -1.746536, 0.000000, 0.008820, 0.096868, 0.000000, 137.585045, -1.790419, -1, -0.005419, 6.195747, 0.004863, 3.141580, 3.141580, 0.000000, -0.000243, , Truck++, 3, 20.000000, 0.000643, 4.192202, 3.063138, -0.000000, 1.769419, 11.228219, 2.600000, 3.538837, 195.125276, -58.447309, 0.000000, 19.918693, -1.800774, 0.000000, 0.007681, 0.081519, 0.000000, 150.290320, -1.797140, -1, -0.012140, 6.193024, 0.004094, 3.141871, -3.141314, 0.000000, -0.000231, , 
506, 8.448000, Ego, 0, 20.000000, 0.005079, 5.220774, 1.400000, 0.000000, 0.750000, 5.040000, 2.000000, 1.500000, 126.050429, -58.313404, 0.000000, -20.205117, -0.923940, 0.000000, 4.780913, 45.910746, 0.000000, 219.032044, 4.802668, 1, 3.017668, 3.216937, 0.032334, 0.179404, -2.962189, 0.000000, -0.000165, , Truck, 1, 20.000000, 0.000783, 5.220774, 2.203459, -0.000000, 1.679225, 5.698770, 2.600001, 3.358449, 214.110086, -60.138459, 0.000000, 19.926247, -1.715946, 0.000000, 0.008063, 0.091027, 0.000000, 131.222307, -1.784436, -1, 0.000564, 6.197327, 0.004988, 3.141593, 3.141593, 0.000000, -0.000249, , Truck+, 2, 20.000000, 0.000762, 5.220774, 2.556560, -0.000000, 1.769419, 11.228218, 2.600000, 3.538837, 208.133092, -59.613532, 0.000000, 19.923712, -1.744797, 0.000000, 0.008681, 0.096609, 0.000000, 137.224896, -1.790430, -1, -0.005430, 6.195834, 0.004850, 3.141580, 3.141580, 0.000000, -0.000244, , Truck++, 3, 20.000000, 0.000648, 5.220774, 3.063138, -0.000000, 1.769419, 11.228219, 2.600000, 3.538837, 195.483815, -58.479696, 0.000000, 19.918829, -1.799295, 0.000000, 0.007587, 0.082170, 0.000000, 149.930172, -1.797253, -1, -0.012253, 6.193098, 0.004126, 3.141862, -3.141323, 0.000000, -0.000231, , 
507, 8.465000, Ego, 0, 20.000000, 0.006171, 6.192202, 1.400000, 0.000000, 0.750000, 5.040000, 2.000000, 1.500000, 125.705473, -58.343147, 0.000000, -20.291518, -1.749626, 0.000000, -5.082433, -48.569794, 0.000000, 219.371771, 4.868092, 1, 3.083092, 3.217605, 0.039288, 0.180128, -2.961465, 0.000000, -0.000165, , Truck, 1, 20.000000, 0.000785, 6.192202, 2.203459, -0.000000, 1.679225, 5.698770, 2.600001, 3.358449, 214.448835, -60.167601, 0.000000, 19.926403, -1.714206, 0.000000, 0.009150, 0.102347, 0.000000, 130.882155, -1.784436, -1, 0.000564, 6.197412, 0.004994, 3.141593, 3.141593, 0.000000, -0.000250, , Truck+, 2, 20.000000, 0.000764, 6.192202, 2.556560, -0.000000, 1.769419, 11.228218, 2.600000, 3.538837, 208.471797, -59.643165, 0.000000, 19.923862, -1.743150, 0.000000, 0.008815, 0.096883, 0.000000, 136.884755, -1.790439, -1, -0.005439, 6.195917, 0.004864, 3.141579, 3.141579, 0.000000, -0.000244, , Truck++, 3, 20.000000, 0.000651, 6.192202, 3.063138, -0.000000, 1.769419, 11.228219, 2.600000, 3.538837, 195.822438, -58.510260, 0.000000, 19.918962, -1.797891, 0.000000, 0.007776, 0.082572, 0.000000, 149.590031, -1.797355, -1, -0.012355, 6.193169, 0.004147, 3.141854, -3.141331, 0.000000, -0.000232, , 
508, 8.482000, Ego, 0, 20.000000, 0.005375, 0.880446, 1.400000, 0.000000, 0.750000, 5.040000, 2.000000, 1.500000, 125.360870, -58.369495, 0.000000, -20.270771, -1.549837, 0.000000, 1.220405, 11.752298, 0.000000, 219.711495, 4.930120, 1, 3.145120, 3.218187, 0.034220, 0.180765, -2.960827, 0.000000, -0.000164, , Truck, 1, 20.000000, 0.000786, 0.880446, 2.203459, -0.000000, 1.679225, 5.698770, 2.600001, 3.358449, 214.787587, -60.196713, 0.000000, 19.926554, -1.712514, 0.000000, 0.008879, 0.099557, 0.000000, 130.542004, -1.784436, -1, 0.000564, 6.197497, 0.005001, 3.141593, 3.141593, 0.000000, -0.000250, , Truck+, 2, 20.000000, 0.000765, 0.880446, 2.556560, -0.000000, 1.769419, 11.228218, 2.600000, 3.538837, 208.810505, -59.672771, 0.000000, 19.924011, -1.741500, 0.000000, 0.008799, 0.097027, 0.000000, 136.544615, -1.790449, -1, -0.005449, 6.196000, 0.004871, 3.141579, 3.141579, 0.000000, -0.000244, , Truck++, 3, 20.000000, 0.000655, 0.880446, 3.063138, -0.000000, 1.769419, 11.228219, 2.600000, 3.538837, 196.161062, -58.540800, 0.000000, 19.919094, -1.796480, 0.000000, 0.007780, 0.083028, 0.000000, 149.249890, -1.797454, -1, -0.012454, 6.193240, 0.004170, 3.141846, -3.141339, 0.000000, -0.000232, , 
